lakename,lakeid,lake_number,lake_abbr_biocom,plotid,site,plot,zone,type,source,species,scientific_name,common_name,diameter,diameter_estimated,length,length_estimated,length_range_code,branchiness,decay,comment_code,comments
Pallete Lake,PL,12,PL,12611,6,A,1,LOG,B,BEPA,Betula papyrifera ,paper birch,12.8,0,475,0,2,0,5,0,
Pallete Lake,PL,12,PL,12551,5,E,1,STUMP,,PIST,Pinus strobus ,white pine,25.6,0,,0,,1,2,0,
Pallete Lake,PL,12,PL,12541,5,D,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect: NO CWD >10cm dia
Pallete Lake,PL,12,PL,12531,5,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,15,0,265,0,1,0,4,0,
Pallete Lake,PL,12,PL,12523,5,B,3,STUMP,U,BEPA,Betula papyrifera ,paper birch,13.9,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12523,5,B,3,SNAG,N,UNK,,unknown,15.9,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12523,5,B,3,LOG,U,BEPA,Betula papyrifera ,paper birch,10.5,0,163,0,1,0,4,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12523,5,B,3,LOG,U,BEPA,Betula papyrifera ,paper birch,12.4,0,193,0,1,0,3,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12523,5,B,3,LOG,U,BEPA,Betula papyrifera ,paper birch,10.4,0,615,0,3,0,4,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12523,5,B,3,LOG,U,BEPA,Betula papyrifera ,paper birch,14.9,0,1080,0,3,0,2,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12523,5,B,3,LOG,N,BEPA,Betula papyrifera ,paper birch,11,0,563,0,2,0,1,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12521,5,B,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect: NO CWD >10cm dia
Pallete Lake,PL,12,PL,12512,5,A,2,SNAG,,ACRU,Acer rubrum,red maple,10.9,0,,0,,0,1,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12512,5,A,2,SNAG,,BEPA,Betula papyrifera ,paper birch,10.9,0,,0,,0,3,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12512,5,A,2,SNAG,,ACRU,Acer rubrum,red maple,12.5,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12512,5,A,2,SNAG,,ACRU,Acer rubrum,red maple,14,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12512,5,A,2,STUMP,N,UNK,,unknown,17.6,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12512,5,A,2,LOG,N,BEPA,Betula papyrifera ,paper birch,13.5,0,165,0,1,0,1,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12512,5,A,2,LOG,N,BEPA,Betula papyrifera ,paper birch,11.1,0,1170,0,3,0,1,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12512,5,A,2,LOG,U,BEPA,Betula papyrifera ,paper birch,17.9,0,960,0,3,0,4,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12512,5,A,2,LOG,U,BEPA,Betula papyrifera ,paper birch,19.5,0,1460,0,3,0,1,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12512,5,A,2,LOG,U,UNK,,unknown,10.5,0,550,0,2,0,3,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12512,5,A,2,LOG,N,UNK,,unknown,10.5,0,310,0,2,0,2,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12512,5,A,2,LOG,N,BEPA,Betula papyrifera ,paper birch,11.3,0,417,0,2,0,3,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12512,5,A,2,LOG,N,UNK,,unknown,11.3,0,352,0,2,0,4,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12511,5,A,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect: NO CWD >10cm dia
Pallete Lake,PL,12,PL,12451,4,E,1,SNAG,N,PIST,Pinus strobus ,white pine,23.6,0,,0,,0,,0,
Pallete Lake,PL,12,PL,12451,4,E,1,LOG,N,UNK,,unknown,14.5,0,291,0,1,0,4,0,
Pallete Lake,PL,12,PL,12451,4,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,16.5,0,756,0,3,0,3,0,
Pallete Lake,PL,12,PL,12441,4,D,1,LOG,N,BEPA,Betula papyrifera ,paper birch,11.2,0,291,0,1,0,3,0,
Pallete Lake,PL,12,PL,12441,4,D,1,LOG,N,BEPA,Betula papyrifera ,paper birch,11.5,0,260,0,1,0,4,0,
Pallete Lake,PL,12,PL,12441,4,D,1,LOG,N,BEPA,Betula papyrifera ,paper birch,12.7,0,682,0,3,0,2,0,
Pallete Lake,PL,12,PL,12433,4,C,3,SNAG,,QURU,Quercus rubra,northern red oak,32.7,0,,0,,2,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12433,4,C,3,LOG,U,BEPA,Betula papyrifera ,paper birch,15,0,242,0,1,0,2,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12433,4,C,3,LOG,N,BEPA,Betula papyrifera ,paper birch,11,0,1107,0,3,0,4,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12433,4,C,3,LOG,U,BEPA,Betula papyrifera ,paper birch,13.4,0,449,0,2,0,2,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12433,4,C,3,LOG,N,UNK,,unknown,14.3,0,541,0,2,0,1,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12432,4,C,2,LOG,N,BEPA,Betula papyrifera ,paper birch,13.3,0,,0,,0,1,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12432,4,C,2,STUMP,N,UNK,,unknown,16,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12432,4,C,2,STUMP,N,BEPA,Betula papyrifera ,paper birch,20.6,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12432,4,C,2,STUMP,U,BEPA,Betula papyrifera ,paper birch,21.5,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12432,4,C,2,LOG,N,BEPA,Betula papyrifera ,paper birch,11.2,0,279,0,1,0,3,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12432,4,C,2,LOG,N,BEPA,Betula papyrifera ,paper birch,14,0,238,0,1,0,5,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12432,4,C,2,LOG,U,BEPA,Betula papyrifera ,paper birch,22.1,0,827,0,3,0,1,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12432,4,C,2,LOG,N,BEPA,Betula papyrifera ,paper birch,12.8,0,429,0,2,0,1,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12432,4,C,2,LOG,N,BEPA,Betula papyrifera ,paper birch,17,0,400,0,2,0,2,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12431,4,C,1,SNAG,N,UNK,,unknown,14.5,0,,0,,0,3,0,
Pallete Lake,PL,12,PL,12421,4,B,1,LOG,N,BEPA,Betula papyrifera ,paper birch,16,0,648,0,3,0,2,0,
Pallete Lake,PL,12,PL,12421,4,B,1,LOG,N,BEPA,Betula papyrifera ,paper birch,18,0,535,0,2,0,4,0,
Pallete Lake,PL,12,PL,12411,4,A,1,SNAG,N,ACRU,Acer rubrum,red maple,16.4,0,,0,,0,,0,
Pallete Lake,PL,12,PL,12411,4,A,1,SNAG,N,ACRU,Acer rubrum,red maple,17.3,0,,0,,0,,0,
Pallete Lake,PL,12,PL,12351,3,E,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect: NO CWD >10cm dia
Pallete Lake,PL,12,PL,12342,3,D,2,SNAG,N,BEPA,Betula papyrifera ,paper birch,10.2,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12342,3,D,2,LOG,N,BEPA,Betula papyrifera ,paper birch,19,0,207,0,1,0,4,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12341,3,D,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect: NO CWD >10cm dia
Pallete Lake,PL,12,PL,12331,3,C,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect: NO CWD >10cm dia
Pallete Lake,PL,12,PL,12313,3,A,3,SNAG,N,ACRU,Acer rubrum,red maple,16.3,0,,0,,1,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12313,3,A,3,SNAG,N,UNK,,unknown,31.9,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12313,3,A,3,STUMP,N,UNK,,unknown,28.6,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m -  HOLLOW
Pallete Lake,PL,12,PL,12311,3,A,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect: NO CWD >10cm dia
Pallete Lake,PL,12,PL,12251,2,E,1,STUMP,N,BEPA,Betula papyrifera ,paper birch,11.4,0,,0,,0,3,0,
Pallete Lake,PL,12,PL,12242,2,D,2,SNAG,N,UNK,,unknown,22.2,0,,0,,0,3,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12242,2,D,2,LOG,N,ACRU,Acer rubrum,red maple,17.5,0,333,0,2,0,4,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12242,2,D,2,LOG,N,BEPA,Betula papyrifera ,paper birch,27.5,0,535,0,2,0,3,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12241,2,D,1,SNAG,,CONIFER,,conifer,11.3,0,,0,,2,1,0,
Pallete Lake,PL,12,PL,12233,2,C,3,SNAG,N,PIRE,Pinus resinosa ,red pine,9.7,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12233,2,C,3,STUMP,N,BEPA,Betula papyrifera ,paper birch,11.1,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12233,2,C,3,SNAG,N,BEPA,Betula papyrifera ,paper birch,15.4,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12233,2,C,3,STUMP,U,UNK,,unknown,18.9,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12233,2,C,3,STUMP,,UNK,,unknown,23.2,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12233,2,C,3,STUMP,U,UNK,,unknown,29.6,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12233,2,C,3,STUMP,N,UNK,,unknown,32.9,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12233,2,C,3,STUMP,,UNK,,unknown,33.5,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12233,2,C,3,STUMP,N,UNK,,unknown,40.6,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12233,2,C,3,STUMP,U,UNK,,unknown,44.8,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12233,2,C,3,STUMP,U,UNK,,unknown,45.6,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12233,2,C,3,STUMP,U,UNK,,unknown,50.1,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12233,2,C,3,LOG,N,BEPA,Betula papyrifera ,paper birch,10.8,0,260,0,1,0,5,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12233,2,C,3,LOG,N,BEPA,Betula papyrifera ,paper birch,15.5,0,175,0,1,0,5,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12233,2,C,3,LOG,N,UNK,,unknown,15,0,775,0,3,1,5,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12233,2,C,3,LOG,N,BEPA,Betula papyrifera ,paper birch,13,0,545,0,2,1,3,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12231,2,C,1,SNAG,N,CONIFER,,conifer,21,0,,0,,1,2,0,
Pallete Lake,PL,12,PL,12221,2,B,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect: NO CWD >10cm dia
Pallete Lake,PL,12,PL,12211,2,A,1,SNAG,N,PIBA,Pinus banksiana ,jack pine,15,0,,0,,2,1,0,
Pallete Lake,PL,12,PL,12151,1,E,1,SNAG,N,PIST,Pinus strobus ,white pine,13.6,0,,0,,2,1,0,
Pallete Lake,PL,12,PL,12141,1,D,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect: NO CWD >10cm dia
Pallete Lake,PL,12,PL,12132,1,C,2,SNAG,N,PIBA,Pinus banksiana ,jack pine,34.7,0,,0,,0,,99,99=Misc note: Undated changes to data sheet removing decimal point and therby increasing values by a factor of 10
Pallete Lake,PL,12,PL,12132,1,C,2,SNAG,N,PIBA,Pinus banksiana ,jack pine,36.7,0,,0,,0,,99,99=Misc note: Undated changes to data sheet removing decimal point and therby increasing values by a factor of 10
Pallete Lake,PL,12,PL,12132,1,C,2,LOG,U,UNK,,unknown,23.2,0,127,0,1,1,1,99,99=Misc note: Undated changes to data sheet removing decimal point and therby increasing values by a factor of 10
Pallete Lake,PL,12,PL,12132,1,C,2,LOG,N,PIBA,Pinus banksiana ,jack pine,38.1,0,230,0,1,1,1,99,99=Misc note: Undated changes to data sheet removing decimal point and therby increasing values by a factor of 10
Pallete Lake,PL,12,PL,12132,1,C,2,LOG,N,PIBA,Pinus banksiana ,jack pine,10,0,628,0,3,1,1,99,99=Misc note: Undated changes to data sheet removing decimal point and therby increasing values by a factor of 10
Pallete Lake,PL,12,PL,12132,1,C,2,LOG,N,PIBA,Pinus banksiana ,jack pine,11.2,0,1000,0,3,2,2,99,99=Misc note: Undated changes to data sheet removing decimal point and therby increasing values by a factor of 10
Pallete Lake,PL,12,PL,12132,1,C,2,LOG,N,PIBA,Pinus banksiana ,jack pine,27.5,0,1240,0,3,3,1,99,99=Misc note: Undated changes to data sheet removing decimal point and therby increasing values by a factor of 10
Pallete Lake,PL,12,PL,12132,1,C,2,LOG,N,PIBA,Pinus banksiana ,jack pine,36.7,0,1470,0,3,3,2,99,99=Misc note: Undated changes to data sheet removing decimal point and therby increasing values by a factor of 10
Pallete Lake,PL,12,PL,12132,1,C,2,LOG,N,PIBA,Pinus banksiana ,jack pine,36.9,0,490,0,2,1,1,99,99=Misc note: Undated changes to data sheet removing decimal point and therby increasing values by a factor of 10
Pallete Lake,PL,12,PL,12131,1,C,1,SNAG,,PIBA,Pinus banksiana ,jack pine,11.5,0,,0,,,,0,
Pallete Lake,PL,12,PL,12121,1,B,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect: NO CWD >10cm dia
Pallete Lake,PL,12,PL,12113,1,A,3,SNAG,N,UNK,,unknown,27.8,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12113,1,A,3,SNAG,N,UNK,,unknown,33.2,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12113,1,A,3,STUMP,N,UNK,,unknown,81.5,0,,0,,0,,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12113,1,A,3,LOG,N,CONIFER,,conifer,22.2,0,1150,0,3,1,3,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12113,1,A,3,LOG,N,CONIFER,,conifer,27.5,0,1400,0,3,2,3,10,10 = PLOT SIZE = 200m: Plot size is 200m
Pallete Lake,PL,12,PL,12111,1,A,1,SNAG,N,PIBA,Pinus banksiana ,jack pine,13,0,,0,,1,,0,
Pallete Lake,PL,12,PL,12111,1,A,1,LOG,N,PIBA,Pinus banksiana ,jack pine,17.5,0,1470,0,3,1,1,0,
Big St Germain Lake,BS,11,BSG,11851,8,E,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11823,8,B,3,STUMP,U,CONIFER,,conifer,20,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11823,8,B,3,STUMP,U,UNK,,unknown,21,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11812,8,A,2,STUMP,U,CONIFER,,conifer,24.3,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11811,8,A,1,STUMP,U,UNK,,unknown,10,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11811,8,A,1,STUMP,U,UNK,,unknown,14.5,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11811,8,A,1,STUMP,U,UNK,,unknown,18,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11751,7,E,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11731,7,C,1,SNAG,N,BEPA,Betula papyrifera ,paper birch,23.6,0,,0,,,,0,
Big St Germain Lake,BS,11,BSG,11711,7,A,1,STUMP,U,CONIFER,,conifer,23,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11711,7,A,1,STUMP,U,PIRE,Pinus resinosa ,red pine,33.5,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11711,7,A,1,STUMP,U,PIST,Pinus strobus ,white pine,106,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11651,6,E,1,SNAG,N,CONIFER,,conifer,13.9,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11651,6,E,1,SNAG,N,BEPA,Betula papyrifera ,paper birch,19.1,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11651,6,E,1,STUMP,N,POTR,Populus tremuloides ,quaking aspen,19.8,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11651,6,E,1,STUMP,N,UNK,,unknown,20.6,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11651,6,E,1,STUMP,N,CONIFER,,conifer,53,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11651,6,E,1,LOG,N,CONIFER,,conifer,13.5,0,1007,0,3,1,1,0,
Big St Germain Lake,BS,11,BSG,11651,6,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,14.5,0,447,0,2,0,4,0,
Big St Germain Lake,BS,11,BSG,11631,6,C,1,STUMP,N,UNK,,unknown,40,0,,0,,0,,99,99=Misc note: very old
Big St Germain Lake,BS,11,BSG,11631,6,C,1,LOG,N,UNK,,unknown,20,0,228,1,1,0,5,2,2 = measured to H2O(assume length estimated): LENGTH TO H20
Big St Germain Lake,BS,11,BSG,11631,6,C,1,SNAG,N,BEPA,Betula papyrifera ,paper birch,19,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11631,6,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,15.1,0,189,0,1,0,3,0,
Big St Germain Lake,BS,11,BSG,11631,6,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,22,0,525,0,2,0,4,0,
Big St Germain Lake,BS,11,BSG,11611,6,A,1,SNAG,N,ABBA,Abies balsamea ,balsam fir,20,0,,0,,2,,99,99=Misc note: almost fallen into H20
Big St Germain Lake,BS,11,BSG,11611,6,A,1,LOG,U,BEPA,Betula papyrifera ,paper birch,33,0,1279,0,3,3,2,99,99=Misc note: BURNT AT BASE
Big St Germain Lake,BS,11,BSG,11611,6,A,1,LOG,N,CONIFER,,conifer,14.4,0,798,0,3,0,4,99,99=Misc note: same tree as next stump
Big St Germain Lake,BS,11,BSG,11611,6,A,1,LOG,N,ABBA,Abies balsamea ,balsam fir,20,0,987,0,3,0,5,99,99=Misc note: same tree as next stump
Big St Germain Lake,BS,11,BSG,11611,6,A,1,STUMP,N,ABBA,Abies balsamea ,balsam fir,20,0,,0,,0,,99,99=Misc note: same tree as previous log
Big St Germain Lake,BS,11,BSG,11611,6,A,1,STUMP,N,CONIFER,,conifer,23.8,0,,0,,0,,99,99=Misc note: same tree as previous log
Big St Germain Lake,BS,11,BSG,11611,6,A,1,STUMP,N,ABBA,Abies balsamea ,balsam fir,13.3,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11611,6,A,1,SNAG,N,BEPA,Betula papyrifera ,paper birch,19.2,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11611,6,A,1,STUMP,N,CONIFER,,conifer,23.8,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11611,6,A,1,STUMP,N,CONIFER,,conifer,30.2,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11611,6,A,1,LOG,U,ABBA,Abies balsamea ,balsam fir,15,0,214,0,1,0,4,0,
Big St Germain Lake,BS,11,BSG,11611,6,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,15,0,231,0,1,0,3,0,
Big St Germain Lake,BS,11,BSG,11611,6,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,16,0,209,0,1,0,3,0,
Big St Germain Lake,BS,11,BSG,11611,6,A,1,LOG,U,BEPA,Betula papyrifera ,paper birch,22,0,841,0,3,0,1,0,
Big St Germain Lake,BS,11,BSG,11611,6,A,1,LOG,,CONIFER,,conifer,10.9,0,560,0,2,1,3,0,
Big St Germain Lake,BS,11,BSG,11611,6,A,1,LOG,U,ABBA,Abies balsamea ,balsam fir,19,0,482,0,2,0,5,0,
Big St Germain Lake,BS,11,BSG,11551,5,E,1,LOG,U,HARDWOOD,,hardwood,14.5,0,40,1,1,0,3,3,3= too short-but measured to H20: LENGTH TO H20
Big St Germain Lake,BS,11,BSG,11551,5,E,1,LOG,U,HARDWOOD,,hardwood,10.4,0,310,0,2,0,2,0,
Big St Germain Lake,BS,11,BSG,11532,5,C,2,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11531,5,C,1,LOG,U,HARDWOOD,,hardwood,15.9,0,297,0,1,0,3,0,
Big St Germain Lake,BS,11,BSG,11513,5,A,3,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11511,5,A,1,STUMP,,UNK,,unknown,46,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11451,4,E,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11431,4,C,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11411,4,A,1,STUMP,U,ACRU,Acer rubrum,red maple,43,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11351,3,E,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect: NO CWD >10cm dia
Big St Germain Lake,BS,11,BSG,11331,3,C,1,STUMP,U,UNK,,unknown,21,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11331,3,C,1,STUMP,N,ABBA,Abies balsamea ,balsam fir,35,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11311,3,A,1,STUMP,U,UNK,,unknown,18,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11231,2,C,1,STUMP,N,ALRU,Alnus rugosa ,speckled alder,10.9,0,,0,,0,4,99,99=Misc note: CHEWED ON
Big St Germain Lake,BS,11,BSG,11231,2,C,1,STUMP,N,ALRU,Alnus rugosa ,speckled alder,11.5,0,,0,,0,2,99,99=Misc note: CHEWED ON
Big St Germain Lake,BS,11,BSG,11231,2,C,1,SNAG,N,ALRU,Alnus rugosa ,speckled alder,12.3,0,,0,,,,0,
Big St Germain Lake,BS,11,BSG,11211,2,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,20,0,268,0,1,0,5,0,
Big St Germain Lake,BS,11,BSG,11211,2,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,22,0,168,0,1,0,4,0,
Big St Germain Lake,BS,11,BSG,11131,1,C,1,STUMP,U,CONIFER,,conifer,23,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11131,1,C,1,STUMP,U,CONIFER,,conifer,44.6,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11131,1,C,1,STUMP,U,CONIFER,,conifer,60,0,,0,,0,,0,
Big St Germain Lake,BS,11,BSG,11111,1,A,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect: NO CWD >10cm dia
Vandercook Lake,VC,10,VC,10851,8,E,1,SNAG,N,PIST,Pinus strobus ,white pine,13.9,0,,0,,2,,0,
Vandercook Lake,VC,10,VC,10851,8,E,1,SNAG,N,BEPA,Betula papyrifera ,paper birch,20.3,0,,0,,0,,0,
Vandercook Lake,VC,10,VC,10851,8,E,1,STUMP,N,UNK,,unknown,22.5,0,,0,,0,5,0,
Vandercook Lake,VC,10,VC,10851,8,E,1,SNAG,N,BEPA,Betula papyrifera ,paper birch,39.6,0,,0,,0,,0,
Vandercook Lake,VC,10,VC,10851,8,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,13,0,460,0,2,0,1,0,
Vandercook Lake,VC,10,VC,10831,8,C,1,LOG,B,BEPA,Betula papyrifera ,paper birch,18,0,459,0,2,0,2,0,
Vandercook Lake,VC,10,VC,10811,8,A,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect: NO CWD >10cm dia
Vandercook Lake,VC,10,VC,10751,7,E,1,LOG,N,UNK,,unknown,30,0,180,0,1,0,5,0,
Vandercook Lake,VC,10,VC,10751,7,E,1,LOG,N,UNK,,unknown,10.5,0,362,0,2,1,3,0,
Vandercook Lake,VC,10,VC,10751,7,E,1,LOG,N,UNK,,unknown,32,0,320,0,2,0,5,0,
Vandercook Lake,VC,10,VC,10731,7,C,1,SNAG,N,QURU,Quercus rubra,northern red oak,16.7,0,,0,,0,,0,
Vandercook Lake,VC,10,VC,10731,7,C,1,STUMP,N,BEPA,Betula papyrifera ,paper birch,39.7,0,,0,,0,,0,
Vandercook Lake,VC,10,VC,10731,7,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,23.3,0,763,0,3,1,1,0,
