wbic,HUC10,Developed,Barren,Forest,Shrub.Scrub,Grassland,Pasture.hay,Cultivated,Wetlands
787500,709000106,0.078431304,0.000822101,0.064755487,0.001256086,0.002736222,0.210884906,0.494368781,0.146745113
787700,709000103,0.133971811,0.004529923,0.072283133,0.004929877,0.00308226,0.265826472,0.39832019,0.117056333
787800,709000107,0.054333845,0.000515842,0.066517006,6.42E-05,0.000726163,0.092975476,0.713420074,0.07144739
788100,709000210,0.102907476,0.000974966,0.111507946,0.011012758,0.007007357,0.133633976,0.542231767,0.090723753
788300,709000109,0.079095485,0.001152799,0.036834904,0.00016973,0.001188112,0.131918078,0.633183082,0.116457807
788400,709000104,0.076959463,0.003551131,0.060400086,0.000946054,0.00294785,0.220639752,0.523123488,0.111432175
788500,709000203,0.158094695,0.00510173,0.130285225,0.001448945,0.003245864,0.133078532,0.362863662,0.205881346
788600,709000103,0.133971811,0.004529923,0.072283133,0.004929877,0.00308226,0.265826472,0.39832019,0.117056333
788700,709000213,0.177788819,0.000569406,0.117341128,0.01452529,0.007492946,0.133759602,0.53588345,0.012639359
789700,709000501,0.34666789,0.00071016,0.108016531,0.000180549,0.028898394,0.031820281,0.482343046,0.001363146
790000,709000501,0.34666789,0.00071016,0.108016531,0.000180549,0.028898394,0.031820281,0.482343046,0.001363146
790200,709000501,0.34666789,0.00071016,0.108016531,0.000180549,0.028898394,0.031820281,0.482343046,0.001363146
793000,709000214,0.117072305,0.000684824,0.072216302,0.000666354,0.028124689,0.081845048,0.691174005,0.008216473
793600,709000214,0.117072305,0.000684824,0.072216302,0.000666354,0.028124689,0.081845048,0.691174005,0.008216473
794000,709000214,0.117072305,0.000684824,0.072216302,0.000666354,0.028124689,0.081845048,0.691174005,0.008216473
794200,709000214,0.117072305,0.000684824,0.072216302,0.000666354,0.028124689,0.081845048,0.691174005,0.008216473
794600,709000214,0.117072305,0.000684824,0.072216302,0.000666354,0.028124689,0.081845048,0.691174005,0.008216473
795100,709000214,0.117072305,0.000684824,0.072216302,0.000666354,0.028124689,0.081845048,0.691174005,0.008216473
797600,709000213,0.177788819,0.000569406,0.117341128,0.01452529,0.007492946,0.133759602,0.53588345,0.012639359
799200,709000209,0.128680863,0.000412821,0.083383967,0.009619885,0.00591322,0.144731449,0.556645105,0.07061269
799300,709000209,0.128680863,0.000412821,0.083383967,0.009619885,0.00591322,0.144731449,0.556645105,0.07061269
800400,709000208,0.088782494,0.000136557,0.071336351,0.009981048,0.004601544,0.135588311,0.654255187,0.035318508
800900,709000208,0.088782494,0.000136557,0.071336351,0.009981048,0.004601544,0.135588311,0.654255187,0.035318508
801250,709000209,0.128680863,0.000412821,0.083383967,0.009619885,0.00591322,0.144731449,0.556645105,0.07061269
802000,709000209,0.128680863,0.000412821,0.083383967,0.009619885,0.00591322,0.144731449,0.556645105,0.07061269
802600,709000209,0.128680863,0.000412821,0.083383967,0.009619885,0.00591322,0.144731449,0.556645105,0.07061269
803400,709000209,0.128680863,0.000412821,0.083383967,0.009619885,0.00591322,0.144731449,0.556645105,0.07061269
803700,709000207,0.538169456,0.000253702,0.086981709,0.004308705,0.002833005,0.064579827,0.240154251,0.062719346
804000,709000207,0.538169456,0.000253702,0.086981709,0.004308705,0.002833005,0.064579827,0.240154251,0.062719346
804600,709000207,0.538169456,0.000253702,0.086981709,0.004308705,0.002833005,0.064579827,0.240154251,0.062719346
805000,709000207,0.538169456,0.000253702,0.086981709,0.004308705,0.002833005,0.064579827,0.240154251,0.062719346
805400,709000206,0.28567261,0.001016032,0.059865401,0.007514612,0.004959443,0.221759848,0.384737391,0.034474664
807400,709000205,0.14752816,0.000859555,0.03860888,0.004705911,0.004034963,0.171694654,0.593192197,0.039375678
808700,NA,NA,NA,NA,NA,NA,NA,NA,NA
809100,709000204,0.100965641,0.00077302,0.084221109,0.006634028,0.004295961,0.140873301,0.566012909,0.096224032
809300,709000204,0.100965641,0.00077302,0.084221109,0.006634028,0.004295961,0.140873301,0.566012909,0.096224032
809600,709000204,0.100965641,0.00077302,0.084221109,0.006634028,0.004295961,0.140873301,0.566012909,0.096224032
809800,709000204,0.100965641,0.00077302,0.084221109,0.006634028,0.004295961,0.140873301,0.566012909,0.096224032
810200,709000204,0.100965641,0.00077302,0.084221109,0.006634028,0.004295961,0.140873301,0.566012909,0.096224032
810700,709000204,0.100965641,0.00077302,0.084221109,0.006634028,0.004295961,0.140873301,0.566012909,0.096224032
812730,709000210,0.102907476,0.000974966,0.111507946,0.011012758,0.007007357,0.133633976,0.542231767,0.090723753
812800,709000210,0.102907476,0.000974966,0.111507946,0.011012758,0.007007357,0.133633976,0.542231767,0.090723753
813100,709000210,0.102907476,0.000974966,0.111507946,0.011012758,0.007007357,0.133633976,0.542231767,0.090723753
813700,709000203,0.158094695,0.00510173,0.130285225,0.001448945,0.003245864,0.133078532,0.362863662,0.205881346
815200,709000202,0.098538639,0.000684856,0.128773,0.008973623,0.005096132,0.148387064,0.512836007,0.096710678
816000,709000202,0.098538639,0.000684856,0.128773,0.008973623,0.005096132,0.148387064,0.512836007,0.096710678
816600,709000202,0.098538639,0.000684856,0.128773,0.008973623,0.005096132,0.148387064,0.512836007,0.096710678
816800,709000202,0.098538639,0.000684856,0.128773,0.008973623,0.005096132,0.148387064,0.512836007,0.096710678
818700,709000201,0.048068423,0.000143555,0.207943907,0.000154889,0.001711333,0.113998172,0.45666513,0.171314591
819800,709000201,0.048068423,0.000143555,0.207943907,0.000154889,0.001711333,0.113998172,0.45666513,0.171314591
820300,709000201,0.048068423,0.000143555,0.207943907,0.000154889,0.001711333,0.113998172,0.45666513,0.171314591
820800,709000201,0.048068423,0.000143555,0.207943907,0.000154889,0.001711333,0.113998172,0.45666513,0.171314591
821000,709000201,0.048068423,0.000143555,0.207943907,0.000154889,0.001711333,0.113998172,0.45666513,0.171314591
822200,709000201,0.048068423,0.000143555,0.207943907,0.000154889,0.001711333,0.113998172,0.45666513,0.171314591
822300,709000201,0.048068423,0.000143555,0.207943907,0.000154889,0.001711333,0.113998172,0.45666513,0.171314591
823000,709000203,0.158094695,0.00510173,0.130285225,0.001448945,0.003245864,0.133078532,0.362863662,0.205881346
823700,709000203,0.158094695,0.00510173,0.130285225,0.001448945,0.003245864,0.133078532,0.362863662,0.205881346
823900,709000203,0.158094695,0.00510173,0.130285225,0.001448945,0.003245864,0.133078532,0.362863662,0.205881346
824400,709000203,0.158094695,0.00510173,0.130285225,0.001448945,0.003245864,0.133078532,0.362863662,0.205881346
825000,709000203,0.158094695,0.00510173,0.130285225,0.001448945,0.003245864,0.133078532,0.362863662,0.205881346
825800,709000203,0.158094695,0.00510173,0.130285225,0.001448945,0.003245864,0.133078532,0.362863662,0.205881346
826000,709000203,0.158094695,0.00510173,0.130285225,0.001448945,0.003245864,0.133078532,0.362863662,0.205881346
826300,709000203,0.158094695,0.00510173,0.130285225,0.001448945,0.003245864,0.133078532,0.362863662,0.205881346
826400,709000203,0.158094695,0.00510173,0.130285225,0.001448945,0.003245864,0.133078532,0.362863662,0.205881346
826600,709000203,0.158094695,0.00510173,0.130285225,0.001448945,0.003245864,0.133078532,0.362863662,0.205881346
826800,709000203,0.158094695,0.00510173,0.130285225,0.001448945,0.003245864,0.133078532,0.362863662,0.205881346
827000,709000203,0.158094695,0.00510173,0.130285225,0.001448945,0.003245864,0.133078532,0.362863662,0.205881346
827100,709000203,0.158094695,0.00510173,0.130285225,0.001448945,0.003245864,0.133078532,0.362863662,0.205881346
827300,709000203,0.158094695,0.00510173,0.130285225,0.001448945,0.003245864,0.133078532,0.362863662,0.205881346
827500,709000203,0.158094695,0.00510173,0.130285225,0.001448945,0.003245864,0.133078532,0.362863662,0.205881346
827700,709000203,0.158094695,0.00510173,0.130285225,0.001448945,0.003245864,0.133078532,0.362863662,0.205881346
828000,709000203,0.158094695,0.00510173,0.130285225,0.001448945,0.003245864,0.133078532,0.362863662,0.205881346
828200,709000203,0.158094695,0.00510173,0.130285225,0.001448945,0.003245864,0.133078532,0.362863662,0.205881346
828600,709000203,0.158094695,0.00510173,0.130285225,0.001448945,0.003245864,0.133078532,0.362863662,0.205881346
830300,709000110,0.072656783,0.000430771,0.042770019,0.000299147,0.00131824,0.160562077,0.6197405,0.102222462
830600,709000110,0.072656783,0.000430771,0.042770019,0.000299147,0.00131824,0.160562077,0.6197405,0.102222462
830700,709000110,0.072656783,0.000430771,0.042770019,0.000299147,0.00131824,0.160562077,0.6197405,0.102222462
830800,709000110,0.072656783,0.000430771,0.042770019,0.000299147,0.00131824,0.160562077,0.6197405,0.102222462
831500,NA,NA,NA,NA,NA,NA,NA,NA,NA
833200,709000109,0.079095485,0.001152799,0.036834904,0.00016973,0.001188112,0.131918078,0.633183082,0.116457807
834300,709000109,0.079095485,0.001152799,0.036834904,0.00016973,0.001188112,0.131918078,0.633183082,0.116457807
835100,709000109,0.079095485,0.001152799,0.036834904,0.00016973,0.001188112,0.131918078,0.633183082,0.116457807
835800,709000109,0.079095485,0.001152799,0.036834904,0.00016973,0.001188112,0.131918078,0.633183082,0.116457807
837100,709000109,0.079095485,0.001152799,0.036834904,0.00016973,0.001188112,0.131918078,0.633183082,0.116457807
837300,709000110,0.072656783,0.000430771,0.042770019,0.000299147,0.00131824,0.160562077,0.6197405,0.102222462
838100,709000108,0.066986136,0.001630567,0.06357551,5.54E-05,0.001467234,0.16432463,0.609458397,0.09250216
838300,709000108,0.066986136,0.001630567,0.06357551,5.54E-05,0.001467234,0.16432463,0.609458397,0.09250216
839100,709000108,0.066986136,0.001630567,0.06357551,5.54E-05,0.001467234,0.16432463,0.609458397,0.09250216
839300,709000108,0.066986136,0.001630567,0.06357551,5.54E-05,0.001467234,0.16432463,0.609458397,0.09250216
841700,709000110,0.072656783,0.000430771,0.042770019,0.000299147,0.00131824,0.160562077,0.6197405,0.102222462
842500,709000110,0.072656783,0.000430771,0.042770019,0.000299147,0.00131824,0.160562077,0.6197405,0.102222462
843400,709000107,0.054333845,0.000515842,0.066517006,6.42E-05,0.000726163,0.092975476,0.713420074,0.07144739
847100,709000111,0.106370782,0.00109828,0.054254502,0.000142041,0.002252361,0.152853624,0.535765105,0.147263306
848500,709000105,0.197958887,0.001980451,0.138991397,0.006149509,0.003984692,0.149277254,0.317220113,0.184437698
848800,709000105,0.197958887,0.001980451,0.138991397,0.006149509,0.003984692,0.149277254,0.317220113,0.184437698
849100,709000105,0.197958887,0.001980451,0.138991397,0.006149509,0.003984692,0.149277254,0.317220113,0.184437698
849400,709000105,0.197958887,0.001980451,0.138991397,0.006149509,0.003984692,0.149277254,0.317220113,0.184437698
849600,709000105,0.197958887,0.001980451,0.138991397,0.006149509,0.003984692,0.149277254,0.317220113,0.184437698
849800,709000105,0.197958887,0.001980451,0.138991397,0.006149509,0.003984692,0.149277254,0.317220113,0.184437698
850100,709000105,0.197958887,0.001980451,0.138991397,0.006149509,0.003984692,0.149277254,0.317220113,0.184437698
850300,709000105,0.197958887,0.001980451,0.138991397,0.006149509,0.003984692,0.149277254,0.317220113,0.184437698
850500,709000105,0.197958887,0.001980451,0.138991397,0.006149509,0.003984692,0.149277254,0.317220113,0.184437698
850700,709000105,0.197958887,0.001980451,0.138991397,0.006149509,0.003984692,0.149277254,0.317220113,0.184437698
850800,709000105,0.197958887,0.001980451,0.138991397,0.006149509,0.003984692,0.149277254,0.317220113,0.184437698
851000,709000105,0.197958887,0.001980451,0.138991397,0.006149509,0.003984692,0.149277254,0.317220113,0.184437698
851700,709000105,0.197958887,0.001980451,0.138991397,0.006149509,0.003984692,0.149277254,0.317220113,0.184437698
851800,709000105,0.197958887,0.001980451,0.138991397,0.006149509,0.003984692,0.149277254,0.317220113,0.184437698
851900,709000105,0.197958887,0.001980451,0.138991397,0.006149509,0.003984692,0.149277254,0.317220113,0.184437698
852000,709000105,0.197958887,0.001980451,0.138991397,0.006149509,0.003984692,0.149277254,0.317220113,0.184437698
852200,709000105,0.197958887,0.001980451,0.138991397,0.006149509,0.003984692,0.149277254,0.317220113,0.184437698
852400,709000105,0.197958887,0.001980451,0.138991397,0.006149509,0.003984692,0.149277254,0.317220113,0.184437698
852600,709000105,0.197958887,0.001980451,0.138991397,0.006149509,0.003984692,0.149277254,0.317220113,0.184437698
852900,709000105,0.197958887,0.001980451,0.138991397,0.006149509,0.003984692,0.149277254,0.317220113,0.184437698
853100,709000105,0.197958887,0.001980451,0.138991397,0.006149509,0.003984692,0.149277254,0.317220113,0.184437698
853200,709000105,0.197958887,0.001980451,0.138991397,0.006149509,0.003984692,0.149277254,0.317220113,0.184437698
853600,709000105,0.197958887,0.001980451,0.138991397,0.006149509,0.003984692,0.149277254,0.317220113,0.184437698
854100,709000106,0.078431304,0.000822101,0.064755487,0.001256086,0.002736222,0.210884906,0.494368781,0.146745113
854300,709000106,0.078431304,0.000822101,0.064755487,0.001256086,0.002736222,0.210884906,0.494368781,0.146745113
854900,709000106,0.078431304,0.000822101,0.064755487,0.001256086,0.002736222,0.210884906,0.494368781,0.146745113
855200,709000106,0.078431304,0.000822101,0.064755487,0.001256086,0.002736222,0.210884906,0.494368781,0.146745113
856800,709000103,0.133971811,0.004529923,0.072283133,0.004929877,0.00308226,0.265826472,0.39832019,0.117056333
857900,709000103,0.133971811,0.004529923,0.072283133,0.004929877,0.00308226,0.265826472,0.39832019,0.117056333
858300,709000103,0.133971811,0.004529923,0.072283133,0.004929877,0.00308226,0.265826472,0.39832019,0.117056333
859900,709000104,0.076959463,0.003551131,0.060400086,0.000946054,0.00294785,0.220639752,0.523123488,0.111432175
861900,709000101,0.084604597,0.00297717,0.054641268,0.003383069,0.004642574,0.302122693,0.421225187,0.126403443
862200,709000101,0.084604597,0.00297717,0.054641268,0.003383069,0.004642574,0.302122693,0.421225187,0.126403443
864000,709000101,0.084604597,0.00297717,0.054641268,0.003383069,0.004642574,0.302122693,0.421225187,0.126403443
865000,709000101,0.084604597,0.00297717,0.054641268,0.003383069,0.004642574,0.302122693,0.421225187,0.126403443
866000,709000101,0.084604597,0.00297717,0.054641268,0.003383069,0.004642574,0.302122693,0.421225187,0.126403443
870200,709000102,0.061353884,0.001256864,0.023629323,0.001703079,0.003944199,0.138306649,0.509161761,0.260644243
872600,709000402,0.174903432,0.000673534,0.133666283,0.010517241,0.007469497,0.223445061,0.438592178,0.010732772
872700,709000405,0.053691603,0.000420614,0.11981787,0.008685887,0.007967168,0.232673146,0.534175923,0.042567788
872800,709000402,0.174903432,0.000673534,0.133666283,0.010517241,0.007469497,0.223445061,0.438592178,0.010732772
872900,709000403,0.074223086,0.000378263,0.080294947,0.004686533,0.005177784,0.205431269,0.612791189,0.017016929
873000,709000407,0.052657978,0.000367279,0.088083981,0.011662487,0.013095972,0.201493785,0.558686566,0.073951952
873300,709000208,0.088782494,0.000136557,0.071336351,0.009981048,0.004601544,0.135588311,0.654255187,0.035318508
873600,709000403,0.074223086,0.000378263,0.080294947,0.004686533,0.005177784,0.205431269,0.612791189,0.017016929
873700,709000107,0.054333845,0.000515842,0.066517006,6.42E-05,0.000726163,0.092975476,0.713420074,0.07144739
873900,709000402,0.174903432,0.000673534,0.133666283,0.010517241,0.007469497,0.223445061,0.438592178,0.010732772
873950,709000206,0.28567261,0.001016032,0.059865401,0.007514612,0.004959443,0.221759848,0.384737391,0.034474664
879400,709000406,0.055592625,0.000161175,0.080378182,0.008136135,0.008771166,0.28471638,0.537948753,0.024295583
881600,709000404,0.051598216,0.000104672,0.149304583,0.013319551,0.012047783,0.402679611,0.34411807,0.026827513
884700,709000403,0.074223086,0.000378263,0.080294947,0.004686533,0.005177784,0.205431269,0.612791189,0.017016929
886000,709000405,0.053691603,0.000420614,0.11981787,0.008685887,0.007967168,0.232673146,0.534175923,0.042567788
888700,709000309,0.047513908,0.000126232,0.070311496,0.002233167,0.003249913,0.340162128,0.528950847,0.007452307
888800,709000308,0.043323734,0.000143988,0.160266379,0.007463403,0.008317735,0.432903768,0.333611711,0.013969282
888900,709000308,0.043323734,0.000143988,0.160266379,0.007463403,0.008317735,0.432903768,0.333611711,0.013969282
889000,709000308,0.043323734,0.000143988,0.160266379,0.007463403,0.008317735,0.432903768,0.333611711,0.013969282
894700,709000310,0.073084641,0.000189177,0.08963405,0.008486631,0.010189225,0.3888692,0.422245796,0.007301281
894900,709000310,0.073084641,0.000189177,0.08963405,0.008486631,0.010189225,0.3888692,0.422245796,0.007301281
903450,709000307,0.04508347,0,0.177284727,0.007693154,0.005401706,0.449203187,0.312058514,0.003275243
903700,709000307,0.04508347,0,0.177284727,0.007693154,0.005401706,0.449203187,0.312058514,0.003275243
925750,709000303,0.050682261,0.000303766,0.064100128,0.001026839,0.003660096,0.263834379,0.613332513,0.003060019
930700,709000301,0.065083759,0.000208756,0.083997071,0.000812543,0.009031114,0.256705891,0.582641762,0.001519103
933400,706000307,0.053598008,0.000411141,0.362807576,0.001423382,0.029152008,0.15892307,0.314024866,0.07965995
939600,706000503,0.061525351,0.000354223,0.114386774,0.006050888,0.00434822,0.20406005,0.605903381,0.003371112
966900,707000113,0.06977498,0.001433345,0.547770016,0.014505291,0.038051979,0.003140079,0.047935027,0.277389282
967000,707000203,0.049729353,0.000424335,0.563463974,0.007770354,0.014857817,0.008430431,0.103674682,0.251649052
967100,707000103,0.056206585,0.000302971,0.550359877,0.009588321,0.017964758,0.001992073,0.02135395,0.342231467
967200,707000212,0.051000342,0.000166087,0.453846077,0.007304507,0.002828462,0.017460729,0.22639156,0.241002235
967300,707000502,0.077550055,0.000329618,0.267548295,0.021195669,0.009757394,0.158570595,0.426251773,0.0387966
967400,707000104,0.044235568,0.000430392,0.423438934,0.002080227,0.011044161,0.005254367,0.036534629,0.476981724
967500,707000212,0.051000342,0.000166087,0.453846077,0.007304507,0.002828462,0.017460729,0.22639156,0.241002235
967600,707000113,0.06977498,0.001433345,0.547770016,0.014505291,0.038051979,0.003140079,0.047935027,0.277389282
967700,707000108,0.075695592,0.001003713,0.574319289,0.002320271,0.0082752,0.001090614,0.018494822,0.318800498
967800,707000203,0.049729353,0.000424335,0.563463974,0.007770354,0.014857817,0.008430431,0.103674682,0.251649052
967900,707000104,0.044235568,0.000430392,0.423438934,0.002080227,0.011044161,0.005254367,0.036534629,0.476981724
968000,707000212,0.051000342,0.000166087,0.453846077,0.007304507,0.002828462,0.017460729,0.22639156,0.241002235
968100,707000110,0.043897814,0.000621144,0.526421965,0.012051835,0.014742541,0.001104866,0.021091399,0.380068436
968200,707000204,0.053508972,0.000440432,0.575159628,0.007831213,0.019781762,0.009835533,0.141072535,0.192369926
968300,707000203,0.049729353,0.000424335,0.563463974,0.007770354,0.014857817,0.008430431,0.103674682,0.251649052
968400,707000212,0.051000342,0.000166087,0.453846077,0.007304507,0.002828462,0.017460729,0.22639156,0.241002235
968500,402010201,0.027350765,0.000592794,0.671241062,0.004259514,0.018140462,0.022813019,0.017541931,0.238060453
968600,707000104,0.044235568,0.000430392,0.423438934,0.002080227,0.011044161,0.005254367,0.036534629,0.476981724
968700,707000203,0.049729353,0.000424335,0.563463974,0.007770354,0.014857817,0.008430431,0.103674682,0.251649052
968800,707000101,0.040320051,0.000242642,0.570452084,0.009019192,0.015931539,0.002319897,0.019867079,0.341847514
968900,707000104,0.044235568,0.000430392,0.423438934,0.002080227,0.011044161,0.005254367,0.036534629,0.476981724
969000,707000109,0.025503847,0.000351213,0.57797172,0.010443379,0.011577204,0.000931757,0.016232782,0.356988099
969100,707000103,0.056206585,0.000302971,0.550359877,0.009588321,0.017964758,0.001992073,0.02135395,0.342231467
969200,707000104,0.044235568,0.000430392,0.423438934,0.002080227,0.011044161,0.005254367,0.036534629,0.476981724
969300,707000102,0.05421563,0.000350291,0.383098716,0.009200964,0.005950268,0.002659873,0.019896501,0.524627758
969400,707000103,0.056206585,0.000302971,0.550359877,0.009588321,0.017964758,0.001992073,0.02135395,0.342231467
969500,707000301,0.083724223,3.52E-05,0.396262716,0.00369153,0.006524702,0.069048043,0.279643204,0.161070387
969600,707000203,0.049729353,0.000424335,0.563463974,0.007770354,0.014857817,0.008430431,0.103674682,0.251649052
969700,707000111,0.034723236,0,0.594139206,0.006272105,0.00833122,0.001418843,0.020271014,0.334844375
969800,707000106,0.051798179,0,0.500686178,0.003007361,0.012364324,0.00151353,0.041712357,0.388918073
969900,707000106,0.051798179,0,0.500686178,0.003007361,0.012364324,0.00151353,0.041712357,0.388918073
970000,707000106,0.051798179,0,0.500686178,0.003007361,0.012364324,0.00151353,0.041712357,0.388918073
970100,707000305,0.052530557,0.000575828,0.242553658,0.007426348,0.043580094,0.082336489,0.552801333,0.018195694
970200,707000301,0.083724223,3.52E-05,0.396262716,0.00369153,0.006524702,0.069048043,0.279643204,0.161070387
970300,707000203,0.049729353,0.000424335,0.563463974,0.007770354,0.014857817,0.008430431,0.103674682,0.251649052
970400,707000102,0.05421563,0.000350291,0.383098716,0.009200964,0.005950268,0.002659873,0.019896501,0.524627758
970500,707000212,0.051000342,0.000166087,0.453846077,0.007304507,0.002828462,0.017460729,0.22639156,0.241002235
970600,707000204,0.053508972,0.000440432,0.575159628,0.007831213,0.019781762,0.009835533,0.141072535,0.192369926
970700,707000113,0.06977498,0.001433345,0.547770016,0.014505291,0.038051979,0.003140079,0.047935027,0.277389282
970800,707000110,0.043897814,0.000621144,0.526421965,0.012051835,0.014742541,0.001104866,0.021091399,0.380068436
971000,707000105,0.069134014,0.000903114,0.554106114,0.002744244,0.014973365,0.000828945,0.003717164,0.353593041
971100,707000108,0.075695592,0.001003713,0.574319289,0.002320271,0.0082752,0.001090614,0.018494822,0.318800498
971200,707000108,0.075695592,0.001003713,0.574319289,0.002320271,0.0082752,0.001090614,0.018494822,0.318800498
971300,707000203,0.049729353,0.000424335,0.563463974,0.007770354,0.014857817,0.008430431,0.103674682,0.251649052
971400,707000103,0.056206585,0.000302971,0.550359877,0.009588321,0.017964758,0.001992073,0.02135395,0.342231467
971500,707000108,0.075695592,0.001003713,0.574319289,0.002320271,0.0082752,0.001090614,0.018494822,0.318800498
971600,707000108,0.075695592,0.001003713,0.574319289,0.002320271,0.0082752,0.001090614,0.018494822,0.318800498
971700,402010201,0.027350765,0.000592794,0.671241062,0.004259514,0.018140462,0.022813019,0.017541931,0.238060453
971800,707000212,0.051000342,0.000166087,0.453846077,0.007304507,0.002828462,0.017460729,0.22639156,0.241002235
971900,707000203,0.049729353,0.000424335,0.563463974,0.007770354,0.014857817,0.008430431,0.103674682,0.251649052
972000,707000108,0.075695592,0.001003713,0.574319289,0.002320271,0.0082752,0.001090614,0.018494822,0.318800498
972100,707000108,0.075695592,0.001003713,0.574319289,0.002320271,0.0082752,0.001090614,0.018494822,0.318800498
972200,707000103,0.056206585,0.000302971,0.550359877,0.009588321,0.017964758,0.001992073,0.02135395,0.342231467
972300,707000303,0.124342754,0.000697049,0.364125834,0.002982362,0.012640089,0.060334584,0.320992257,0.113885071
972400,707000106,0.051798179,0,0.500686178,0.003007361,0.012364324,0.00151353,0.041712357,0.388918073
972500,707000108,0.075695592,0.001003713,0.574319289,0.002320271,0.0082752,0.001090614,0.018494822,0.318800498
972600,707000106,0.051798179,0,0.500686178,0.003007361,0.012364324,0.00151353,0.041712357,0.388918073
972700,707000203,0.049729353,0.000424335,0.563463974,0.007770354,0.014857817,0.008430431,0.103674682,0.251649052
972800,707000203,0.049729353,0.000424335,0.563463974,0.007770354,0.014857817,0.008430431,0.103674682,0.251649052
972900,707000110,0.043897814,0.000621144,0.526421965,0.012051835,0.014742541,0.001104866,0.021091399,0.380068436
973000,707000108,0.075695592,0.001003713,0.574319289,0.002320271,0.0082752,0.001090614,0.018494822,0.318800498
973100,707000212,0.051000342,0.000166087,0.453846077,0.007304507,0.002828462,0.017460729,0.22639156,0.241002235
973200,707000113,0.06977498,0.001433345,0.547770016,0.014505291,0.038051979,0.003140079,0.047935027,0.277389282
973300,707000106,0.051798179,0,0.500686178,0.003007361,0.012364324,0.00151353,0.041712357,0.388918073
973400,707000103,0.056206585,0.000302971,0.550359877,0.009588321,0.017964758,0.001992073,0.02135395,0.342231467
973500,707000104,0.044235568,0.000430392,0.423438934,0.002080227,0.011044161,0.005254367,0.036534629,0.476981724
973600,707000104,0.044235568,0.000430392,0.423438934,0.002080227,0.011044161,0.005254367,0.036534629,0.476981724
973700,707000106,0.051798179,0,0.500686178,0.003007361,0.012364324,0.00151353,0.041712357,0.388918073
973800,707000204,0.053508972,0.000440432,0.575159628,0.007831213,0.019781762,0.009835533,0.141072535,0.192369926
973900,707000203,0.049729353,0.000424335,0.563463974,0.007770354,0.014857817,0.008430431,0.103674682,0.251649052
974000,707000113,0.06977498,0.001433345,0.547770016,0.014505291,0.038051979,0.003140079,0.047935027,0.277389282
974100,707000109,0.025503847,0.000351213,0.57797172,0.010443379,0.011577204,0.000931757,0.016232782,0.356988099
974200,707000105,0.069134014,0.000903114,0.554106114,0.002744244,0.014973365,0.000828945,0.003717164,0.353593041
974300,707000108,0.075695592,0.001003713,0.574319289,0.002320271,0.0082752,0.001090614,0.018494822,0.318800498
974400,707000113,0.06977498,0.001433345,0.547770016,0.014505291,0.038051979,0.003140079,0.047935027,0.277389282
974500,707000104,0.044235568,0.000430392,0.423438934,0.002080227,0.011044161,0.005254367,0.036534629,0.476981724
974600,707000305,0.052530557,0.000575828,0.242553658,0.007426348,0.043580094,0.082336489,0.552801333,0.018195694
974700,707000108,0.075695592,0.001003713,0.574319289,0.002320271,0.0082752,0.001090614,0.018494822,0.318800498
974900,707000109,0.025503847,0.000351213,0.57797172,0.010443379,0.011577204,0.000931757,0.016232782,0.356988099
975000,707000110,0.043897814,0.000621144,0.526421965,0.012051835,0.014742541,0.001104866,0.021091399,0.380068436
975200,707000203,0.049729353,0.000424335,0.563463974,0.007770354,0.014857817,0.008430431,0.103674682,0.251649052
975300,707000203,0.049729353,0.000424335,0.563463974,0.007770354,0.014857817,0.008430431,0.103674682,0.251649052
975400,707000103,0.056206585,0.000302971,0.550359877,0.009588321,0.017964758,0.001992073,0.02135395,0.342231467
975500,707000103,0.056206585,0.000302971,0.550359877,0.009588321,0.017964758,0.001992073,0.02135395,0.342231467
975600,707000103,0.056206585,0.000302971,0.550359877,0.009588321,0.017964758,0.001992073,0.02135395,0.342231467
975700,707000108,0.075695592,0.001003713,0.574319289,0.002320271,0.0082752,0.001090614,0.018494822,0.318800498
975800,707000109,0.025503847,0.000351213,0.57797172,0.010443379,0.011577204,0.000931757,0.016232782,0.356988099
975900,707000113,0.06977498,0.001433345,0.547770016,0.014505291,0.038051979,0.003140079,0.047935027,0.277389282
976000,707000505,0.07569408,0.000437634,0.337763823,0.014607688,0.005148829,0.249063397,0.307606872,0.009677676
976100,707000102,0.05421563,0.000350291,0.383098716,0.009200964,0.005950268,0.002659873,0.019896501,0.524627758
976200,707000103,0.056206585,0.000302971,0.550359877,0.009588321,0.017964758,0.001992073,0.02135395,0.342231467
976300,707000101,0.040320051,0.000242642,0.570452084,0.009019192,0.015931539,0.002319897,0.019867079,0.341847514
976400,707000301,0.083724223,3.52E-05,0.396262716,0.00369153,0.006524702,0.069048043,0.279643204,0.161070387
976500,707000103,0.056206585,0.000302971,0.550359877,0.009588321,0.017964758,0.001992073,0.02135395,0.342231467
976600,707000319,0.094891026,0.000162342,0.378352892,0.025428406,0.02303845,0.06964049,0.30083105,0.107655344
976700,707000106,0.051798179,0,0.500686178,0.003007361,0.012364324,0.00151353,0.041712357,0.388918073
976800,707000104,0.044235568,0.000430392,0.423438934,0.002080227,0.011044161,0.005254367,0.036534629,0.476981724
976900,707000108,0.075695592,0.001003713,0.574319289,0.002320271,0.0082752,0.001090614,0.018494822,0.318800498
977000,707000212,0.051000342,0.000166087,0.453846077,0.007304507,0.002828462,0.017460729,0.22639156,0.241002235
